"StartTime","EndTime","EpisodeId","EventId","State","EventType","InjuriesDirect","InjuriesIndirect","DeathsDirect","DeathsIndirect","DamageProperty","DamageCrops","Source","BeginLocation","EndLocation","BeginLat","BeginLon","EndLat","EndLon","EpisodeNarrative","EventNarrative","StormSummary"
"2007-08-23 06:03:00.0000000","2007-08-23 08:03:00.0000000","7593","43615","NEBRASKA","Flash Flood","0","0","0","0","5000","0","County Official","WEST PT","WEST PT","41.7789","-96.7886","41.7789","-96.7886","For the second day in a row early morning thunderstorms dropped heavy rain over sections of northeast Nebraska.  The heavy rain brought 2 day totals, August 22nd and 23rd, to over 4 inches in places, including Norfolk where 4.34 inches of rain fell.  The thunderstorms developed north of a stationary front that had remained over sections of eastern Nebraska that morning and for several days prior.","Heavy rain pushed most small streams out of their banks flooding fields and a few county roads in the Monterey area.","{""TotalDamages"":5000,""StartTime"":""2007-08-23T06:03:00.0000000Z"",""EndTime"":""2007-08-23T08:03:00.0000000Z"",""Details"":{""Description"":""Heavy rain pushed most small streams out of their banks flooding fields and a few county roads in the Monterey area."",""Location"":""NEBRASKA""}}"
"2007-12-05 01:25:00.0000000","2007-12-05 03:27:00.0000000","12271","67601","HAWAII","Flash Flood","0","0","0","0","0","0","NWS Employee","PRINCEVILLE","PRINCEVILLE","22.2113","-159.4762","22.2112","-159.4755","A powerful winter storm brought heavy rains, thunderstorms, high winds, and blizzard conditions to Hawaii in the early part of December.  A strong low pressure system northwest of Kauai, along with a cold front moving through the islands, caused significant damage across the state.  One fatality can be attributed to the storm, and two known injuries.  Trees were toppled, along with power poles and lines.  Flash flooding damaged homes, and the inclement weather snarled traffic.  The state estimates total damages to be about $5 million.","Hanalei Bridge closed due to flooding.","{""TotalDamages"":0,""StartTime"":""2007-12-05T01:25:00.0000000Z"",""EndTime"":""2007-12-05T03:27:00.0000000Z"",""Details"":{""Description"":""Hanalei Bridge closed due to flooding."",""Location"":""HAWAII""}}"
"2007-08-03 19:51:00.0000000","2007-08-03 19:51:00.0000000","10557","58699","MASSACHUSETTS","Thunderstorm Wind","0","0","0","0","0","0","Amateur Radio","ROWE","ROWE","42.7","-72.9","42.7","-72.9","An approaching cold front coupled with a strong upper level disturbance interacted with a very unstable airmass on the afternoon of the 3rd. The result was numerous strong thunderstorms, many of which became severe and produced large hail and damaging winds.","Trees and wires down.","{""TotalDamages"":0,""StartTime"":""2007-08-03T19:51:00.0000000Z"",""EndTime"":""2007-08-03T19:51:00.0000000Z"",""Details"":{""Description"":""Trees and wires down."",""Location"":""MASSACHUSETTS""}}"
"2007-08-25 15:30:00.0000000","2007-08-25 15:30:00.0000000","10439","58101","GEORGIA","Thunderstorm Wind","0","0","0","0","10000","0","Emergency Manager","TOCCOA","TOCCOA","34.58","-83.32","34.58","-83.32","An isolated microburst affected extreme northeast Georgia during the afternoon hours.","Several trees blown down, with 1 tree on a house, and another on a mobile home. The mobile home received some damage.","{""TotalDamages"":10000,""StartTime"":""2007-08-25T15:30:00.0000000Z"",""EndTime"":""2007-08-25T15:30:00.0000000Z"",""Details"":{""Description"":""Several trees blown down, with 1 tree on a house, and another on a mobile home. The mobile home received some damage."",""Location"":""GEORGIA""}}"
"2007-08-16 17:42:00.0000000","2007-08-16 17:46:00.0000000","10098","56172","OHIO","Thunderstorm Wind","0","0","0","0","3000","0","Law Enforcement","PORTSMOUTH","PORTSMOUTH","38.73","-83.1283","38.73","-83.1283","Clusters of strong to severe thunderstorms developed during the afternoon along outflow boundaries from the early morning thunderstorms.","Trees and power lines were downed.","{""TotalDamages"":3000,""StartTime"":""2007-08-16T17:42:00.0000000Z"",""EndTime"":""2007-08-16T17:46:00.0000000Z"",""Details"":{""Description"":""Trees and power lines were downed."",""Location"":""OHIO""}}"
"2007-08-16 17:37:00.0000000","2007-08-16 17:41:00.0000000","10098","56173","OHIO","Thunderstorm Wind","0","0","0","0","3000","0","Law Enforcement","WEST UNION","WEST UNION","38.8","-83.53","38.8","-83.53","Clusters of strong to severe thunderstorms developed during the afternoon along outflow boundaries from the early morning thunderstorms.","A few trees were downed.","{""TotalDamages"":3000,""StartTime"":""2007-08-16T17:37:00.0000000Z"",""EndTime"":""2007-08-16T17:41:00.0000000Z"",""Details"":{""Description"":""A few trees were downed."",""Location"":""OHIO""}}"
"2007-08-17 12:00:00.0000000","2007-08-17 12:00:00.0000000","7180","41269","PENNSYLVANIA","Hail","0","0","0","0","0","0","Trained Spotter","GARDEN VIEW","GARDEN VIEW","41.24","-77.04","41.24","-77.04","A slow-moving cold front encountered a warm...moist and unstable airmass over east-central Pennsylvania during the early afternoon. Thunderstorms developed rapidly and produced large hail ranging from nickel to baseball size and damaging winds. Large hail covered the ground in several locations. In addition, hail ripped siding off of homes, put holes in slate roofs, dented hundreds of cars and broke numerous windshields.  Lycoming county emergency management estimated between $300,000 to $400,000 dollars in hail damage. Although some storms exhibited strong rotational signatures and funnel clouds were sighted, no tornadoes were confirmed.","Trained spotter reported nickel sized hail just west of Williamsport.","{""TotalDamages"":0,""StartTime"":""2007-08-17T12:00:00.0000000Z"",""EndTime"":""2007-08-17T12:00:00.0000000Z"",""Details"":{""Description"":""Trained spotter reported nickel sized hail just west of Williamsport."",""Location"":""PENNSYLVANIA""}}"
"2007-08-17 12:08:00.0000000","2007-08-17 12:08:00.0000000","7180","41274","PENNSYLVANIA","Hail","0","0","0","0","0","0","Trained Spotter","MONTGOMERY","MONTGOMERY","41.17","-76.88","41.17","-76.88","A slow-moving cold front encountered a warm...moist and unstable airmass over east-central Pennsylvania during the early afternoon. Thunderstorms developed rapidly and produced large hail ranging from nickel to baseball size and damaging winds. Large hail covered the ground in several locations. In addition, hail ripped siding off of homes, put holes in slate roofs, dented hundreds of cars and broke numerous windshields.  Lycoming county emergency management estimated between $300,000 to $400,000 dollars in hail damage. Although some storms exhibited strong rotational signatures and funnel clouds were sighted, no tornadoes were confirmed.","Trained spotter reported hail the size of a ping-pong ball (1.5 inches) in Montgomery.","{""TotalDamages"":0,""StartTime"":""2007-08-17T12:08:00.0000000Z"",""EndTime"":""2007-08-17T12:08:00.0000000Z"",""Details"":{""Description"":""Trained spotter reported hail the size of a ping-pong ball (1.5 inches) in Montgomery."",""Location"":""PENNSYLVANIA""}}"
"2007-08-21 15:38:00.0000000","2007-08-21 15:38:00.0000000","7566","43462","KANSAS","Hail","0","0","0","0","0","0","COOP Observer","GOODLAND","GOODLAND","39.1558","-101.9708","39.1558","-101.9708","Severe thunderstorms produced large hail and heavy rainfall across much of  NE Colorado, NW Kansas and SW Nebraska.  Hail up to tennis ball size cracked the windshield of a NWS co-op observer's car in Kit Carson county.","","{""TotalDamages"":0,""StartTime"":""2007-08-21T15:38:00.0000000Z"",""EndTime"":""2007-08-21T15:38:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""KANSAS""}}"
"2007-08-13 15:30:00.0000000","2007-08-13 15:30:00.0000000","9078","51555","NEBRASKA","Hail","0","0","0","0","0","0","Public","HYANNIS","HYANNIS","41.7649","-102.0858","41.7649","-102.0858","Thunderstorms formed in the late afternoon hours across the Eastern Panhandle and Sandhills of Nebraska. A few of these storm were able to produce hail up to the size of quarters across Cherry and Grant counties.","","{""TotalDamages"":0,""StartTime"":""2007-08-13T15:30:00.0000000Z"",""EndTime"":""2007-08-13T15:30:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""NEBRASKA""}}"
"2007-08-13 18:37:00.0000000","2007-08-13 18:37:00.0000000","9078","51556","NEBRASKA","Hail","0","0","0","0","0","0","Public","BROWNLEE","BROWNLEE","42.1694","-100.9807","42.1694","-100.9807","Thunderstorms formed in the late afternoon hours across the Eastern Panhandle and Sandhills of Nebraska. A few of these storm were able to produce hail up to the size of quarters across Cherry and Grant counties.","","{""TotalDamages"":0,""StartTime"":""2007-08-13T18:37:00.0000000Z"",""EndTime"":""2007-08-13T18:37:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""NEBRASKA""}}"
"2007-08-29 17:15:00.0000000","2007-08-29 17:15:00.0000000","8264","47469","INDIANA","Thunderstorm Wind","0","0","0","0","0","0","Department of Highways","HOLLANDSBURG","HOLLANDSBURG","39.77","-87.08","39.77","-87.08","Heavy rain and damaging thunderstorm winds moved through central Indiana on the evening of August 29, 2007.  Trees were reported down and flooding on streets occurred.","A large tree and limbs were down due to damaging thunderstorm winds.","{""TotalDamages"":0,""StartTime"":""2007-08-29T17:15:00.0000000Z"",""EndTime"":""2007-08-29T17:15:00.0000000Z"",""Details"":{""Description"":""A large tree and limbs were down due to damaging thunderstorm winds."",""Location"":""INDIANA""}}"
"2007-08-03 18:00:00.0000000","2007-08-03 18:00:00.0000000","10557","58691","MASSACHUSETTS","Thunderstorm Wind","0","0","0","0","0","0","Amateur Radio","BUCKLAND","BUCKLAND","42.6","-72.78","42.6","-72.78","An approaching cold front coupled with a strong upper level disturbance interacted with a very unstable airmass on the afternoon of the 3rd. The result was numerous strong thunderstorms, many of which became severe and produced large hail and damaging winds.","Trees down.","{""TotalDamages"":0,""StartTime"":""2007-08-03T18:00:00.0000000Z"",""EndTime"":""2007-08-03T18:00:00.0000000Z"",""Details"":{""Description"":""Trees down."",""Location"":""MASSACHUSETTS""}}"
"2007-08-03 18:00:00.0000000","2007-08-03 18:00:00.0000000","10557","58692","MASSACHUSETTS","Thunderstorm Wind","0","0","0","0","0","0","Amateur Radio","ROWE","ROWE","42.7","-72.9","42.7","-72.9","An approaching cold front coupled with a strong upper level disturbance interacted with a very unstable airmass on the afternoon of the 3rd. The result was numerous strong thunderstorms, many of which became severe and produced large hail and damaging winds.","Trees down.","{""TotalDamages"":0,""StartTime"":""2007-08-03T18:00:00.0000000Z"",""EndTime"":""2007-08-03T18:00:00.0000000Z"",""Details"":{""Description"":""Trees down."",""Location"":""MASSACHUSETTS""}}"
"2007-08-23 04:00:00.0000000","2007-08-23 07:00:00.0000000","7593","51705","NEBRASKA","Flash Flood","0","0","0","0","5000","0","Newspaper","WAYNE","WAYNE","42.1993","-96.9786","42.138","-96.8958","For the second day in a row early morning thunderstorms dropped heavy rain over sections of northeast Nebraska.  The heavy rain brought 2 day totals, August 22nd and 23rd, to over 4 inches in places, including Norfolk where 4.34 inches of rain fell.  The thunderstorms developed north of a stationary front that had remained over sections of eastern Nebraska that morning and for several days prior.","Portions of Wayne county received unofficially up to 8 inches of rain over a several day period that ended Thursday morning 8/23.  The heavy rain during the early morning hours of 8/23 caused flash flooding across at least 3 county roads in the southeast portion of the county.  The flooding resulted in closure of the roads into the afternoon hours.  The flooding affected mainly agricultural lowlands, but some gravel was washed out on county roads.","{""TotalDamages"":5000,""StartTime"":""2007-08-23T04:00:00.0000000Z"",""EndTime"":""2007-08-23T07:00:00.0000000Z"",""Details"":{""Description"":""Portions of Wayne county received unofficially up to 8 inches of rain over a several day period that ended Thursday morning 8/23.  The heavy rain during the early morning hours of 8/23 caused flash flooding across at least 3 county roads in the southeast portion of the county.  The flooding resulted in closure of the roads into the afternoon hours.  The flooding affected mainly agricultural lowlands, but some gravel was washed out on county roads."",""Location"":""NEBRASKA""}}"
"2007-08-23 07:45:00.0000000","2007-08-23 08:45:00.0000000","7593","43617","NEBRASKA","Flash Flood","0","0","0","0","1000","0","Law Enforcement","PENDER","PENDER","42.1112","-96.7119","42.1112","-96.7119","For the second day in a row early morning thunderstorms dropped heavy rain over sections of northeast Nebraska.  The heavy rain brought 2 day totals, August 22nd and 23rd, to over 4 inches in places, including Norfolk where 4.34 inches of rain fell.  The thunderstorms developed north of a stationary front that had remained over sections of eastern Nebraska that morning and for several days prior.","Heavy rain caused flash flooding across the jct of Highways 9 and 16 near Pender.","{""TotalDamages"":1000,""StartTime"":""2007-08-23T07:45:00.0000000Z"",""EndTime"":""2007-08-23T08:45:00.0000000Z"",""Details"":{""Description"":""Heavy rain caused flash flooding across the jct of Highways 9 and 16 near Pender."",""Location"":""NEBRASKA""}}"
"2007-08-20 18:30:00.0000000","2007-08-20 18:30:00.0000000","7269","41806","NEBRASKA","Thunderstorm Wind","0","0","0","0","0","0","Emergency Manager","LOUISVILLE","LOUISVILLE","41","-96.15","41","-96.15","Very unstable conditions developed during the afternoon of August 20th over eastern Nebraska as a warm front set up from central into southeast Nebraska by early afternoon.  Temperatures were in the 90s with dew points in the 70s south of the boundary.  A strong upper level disturbance that moved across the state helped trigger thunderstorm development by mid afternoon as it brought a wind shift of drier air eastward to meet the unstable conditions.  Severe thunderstorms quickly developed and they congealed into several bow echo type configurations as they tracked across both the Lincoln and Omaha metro areas and then into southwest Iowa.  Moderate amounts of wind damage was reported with the activity along with scattered large hail reports.","Thunderstorm winds estimated at 60 mph downed eight inch tree limbs at the Louisville State Recreation Area.","{""TotalDamages"":0,""StartTime"":""2007-08-20T18:30:00.0000000Z"",""EndTime"":""2007-08-20T18:30:00.0000000Z"",""Details"":{""Description"":""Thunderstorm winds estimated at 60 mph downed eight inch tree limbs at the Louisville State Recreation Area."",""Location"":""NEBRASKA""}}"
"2007-08-03 16:25:00.0000000","2007-08-03 16:25:00.0000000","6583","38325","PENNSYLVANIA","Thunderstorm Wind","0","0","0","0","0","0","Public","MC SHERRYSTOWN","MC SHERRYSTOWN","39.8","-77.02","39.8","-77.02","A weak cold front encountered a very warm and unstable atmosphere which resulted in scattered severe pulse-type storms.","Public reported trees down on Route 116 near Mcsherrystown.","{""TotalDamages"":0,""StartTime"":""2007-08-03T16:25:00.0000000Z"",""EndTime"":""2007-08-03T16:25:00.0000000Z"",""Details"":{""Description"":""Public reported trees down on Route 116 near Mcsherrystown."",""Location"":""PENNSYLVANIA""}}"
"2007-02-01 00:00:00.0000000","2007-02-02 13:00:00.0000000","1733","8466","ALASKA","Flood","0","0","0","0","1600000","0","COOP Observer","SOLDOTNA","SOLDOTNA","60.48","-150.6099","60.48","-151.05","The release of Skilak glacier dammed lafe resulted in ice jam flooding along the Kenai River from January 25th through February 2nd. This caused extensive damage to docks and boat ramps as the ice flowed down the river.","","{""TotalDamages"":1600000,""StartTime"":""2007-02-01T00:00:00.0000000Z"",""EndTime"":""2007-02-02T13:00:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""ALASKA""}}"
"2007-02-28 14:00:00.0000000","2007-02-28 23:59:00.0000000","2124","10378","ALASKA","Flood","0","0","0","0","0","0","Public","GLENNALLEN","GLENNALLEN","62.12","-145.2408","62.12","-145.2408","The release of a glacially dammed lake resulted in over flow flooding along the Tazlina River in the subdivision located in Tazlina.","","{""TotalDamages"":0,""StartTime"":""2007-02-28T14:00:00.0000000Z"",""EndTime"":""2007-02-28T23:59:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""ALASKA""}}"
"2007-02-10 00:00:00.0000000","2007-02-10 23:59:00.0000000","2672","13793","CALIFORNIA","Heavy Rain","0","0","0","0","0","0","ASOS","REDDING MUNI ARPT","REDDING MUNI ARPT","40.5","-122.3","40.5","-122.3","A relatively warm, moist storm system brought heavy rain to the Northern Sacramento Valley.","A new daily precipitation record of 2.36 inches was set in Redding, breaking the previous record of 2.35 inches set in 1925.","{""TotalDamages"":0,""StartTime"":""2007-02-10T00:00:00.0000000Z"",""EndTime"":""2007-02-10T23:59:00.0000000Z"",""Details"":{""Description"":""A new daily precipitation record of 2.36 inches was set in Redding, breaking the previous record of 2.35 inches set in 1925."",""Location"":""CALIFORNIA""}}"
"2007-08-10 16:35:00.0000000","2007-08-10 16:35:00.0000000","6981","40284","MONTANA","Hail","0","0","0","0","0","0","Trained Spotter","WIBAUX","WIBAUX","46.98","-104.18","46.98","-104.18","A vigorous upper level storm system and strong cold front produced a widespread severe weather outbreak in northeastern Montana.  The majority of the events were high wind, a few reports of large hail, and two tornadoes.","","{""TotalDamages"":0,""StartTime"":""2007-08-10T16:35:00.0000000Z"",""EndTime"":""2007-08-10T16:35:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""MONTANA""}}"
"2007-08-10 20:00:00.0000000","2007-08-10 20:00:00.0000000","6981","40285","MONTANA","Thunderstorm Wind","0","0","0","0","0","0","Trained Spotter","FALLON","FALLON","46.83","-104.8664","46.83","-104.8664","A vigorous upper level storm system and strong cold front produced a widespread severe weather outbreak in northeastern Montana.  The majority of the events were high wind, a few reports of large hail, and two tornadoes.","","{""TotalDamages"":0,""StartTime"":""2007-08-10T20:00:00.0000000Z"",""EndTime"":""2007-08-10T20:00:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""MONTANA""}}"
"2007-08-10 20:45:00.0000000","2007-08-10 20:45:00.0000000","6981","40286","MONTANA","Thunderstorm Wind","0","0","0","0","0","0","Trained Spotter","WIBAUX","WIBAUX","46.98","-104.3283","46.98","-104.3283","A vigorous upper level storm system and strong cold front produced a widespread severe weather outbreak in northeastern Montana.  The majority of the events were high wind, a few reports of large hail, and two tornadoes.","","{""TotalDamages"":0,""StartTime"":""2007-08-10T20:45:00.0000000Z"",""EndTime"":""2007-08-10T20:45:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""MONTANA""}}"
"2007-08-10 18:30:00.0000000","2007-08-10 18:30:00.0000000","6981","40793","MONTANA","Thunderstorm Wind","0","0","0","0","0","0","Trained Spotter","WELDON","WELDON","47.7535","-105.83","47.7535","-105.83","A vigorous upper level storm system and strong cold front produced a widespread severe weather outbreak in northeastern Montana.  The majority of the events were high wind, a few reports of large hail, and two tornadoes.","","{""TotalDamages"":0,""StartTime"":""2007-08-10T18:30:00.0000000Z"",""EndTime"":""2007-08-10T18:30:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""MONTANA""}}"
"2007-08-10 18:30:00.0000000","2007-08-10 18:30:00.0000000","6981","40794","MONTANA","Thunderstorm Wind","0","0","0","0","0","0","Public","WELDON","WELDON","47.6667","-105.83","47.6667","-105.83","A vigorous upper level storm system and strong cold front produced a widespread severe weather outbreak in northeastern Montana.  The majority of the events were high wind, a few reports of large hail, and two tornadoes.","","{""TotalDamages"":0,""StartTime"":""2007-08-10T18:30:00.0000000Z"",""EndTime"":""2007-08-10T18:30:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""MONTANA""}}"
"2007-08-10 18:40:00.0000000","2007-08-10 18:40:00.0000000","6981","40861","MONTANA","Thunderstorm Wind","0","0","0","0","0","0","Trained Spotter","OPHEIM","OPHEIM","48.7565","-106.3412","48.7565","-106.3412","A vigorous upper level storm system and strong cold front produced a widespread severe weather outbreak in northeastern Montana.  The majority of the events were high wind, a few reports of large hail, and two tornadoes.","","{""TotalDamages"":0,""StartTime"":""2007-08-10T18:40:00.0000000Z"",""EndTime"":""2007-08-10T18:40:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""MONTANA""}}"
"2007-02-24 12:35:00.0000000","2007-02-24 12:35:00.0000000","2315","11374","LOUISIANA","Thunderstorm Wind","0","0","0","0","0","0","NWS Storm Survey","SHREVEPORT","SHREVEPORT","32.3267","-93.5684","32.3267","-93.5684","A vigorous upper level storm system moved into the southern plains and lower mississippi valley during the morning and afternoon hours of the 24th. The atmosphere became very unstable ahead of this system as a dryline moved into northwest and north central Louisiana during the late morning and afternoon hours. Severe thunderstorms developed rapidly in the ustable airmass and enough shear was present such that severe thunderstorms and tornadoes developed across portions of northern Louisiana.","Several large tree limbs blown down along Hart Island Road.","{""TotalDamages"":0,""StartTime"":""2007-02-24T12:35:00.0000000Z"",""EndTime"":""2007-02-24T12:35:00.0000000Z"",""Details"":{""Description"":""Several large tree limbs blown down along Hart Island Road."",""Location"":""LOUISIANA""}}"
"2007-02-24 13:24:00.0000000","2007-02-24 13:24:00.0000000","2315","11375","LOUISIANA","Thunderstorm Wind","0","0","0","0","0","0","Law Enforcement","LISBON","LISBON","32.9329","-92.6918","32.9329","-92.6918","A vigorous upper level storm system moved into the southern plains and lower mississippi valley during the morning and afternoon hours of the 24th. The atmosphere became very unstable ahead of this system as a dryline moved into northwest and north central Louisiana during the late morning and afternoon hours. Severe thunderstorms developed rapidly in the ustable airmass and enough shear was present such that severe thunderstorms and tornadoes developed across portions of northern Louisiana.","Several large trees downed 5 miles east of Summerfield near Thurmon Road.","{""TotalDamages"":0,""StartTime"":""2007-02-24T13:24:00.0000000Z"",""EndTime"":""2007-02-24T13:24:00.0000000Z"",""Details"":{""Description"":""Several large trees downed 5 miles east of Summerfield near Thurmon Road."",""Location"":""LOUISIANA""}}"
"2007-08-16 14:00:00.0000000","2007-08-16 14:00:00.0000000","8255","47423","INDIANA","Thunderstorm Wind","0","0","0","0","0","0","Department of Highways","WHEATLAND","WHEATLAND","38.67","-87.3","38.67","-87.3","Hail and damaging thunderstorm winds moved across central Indiana throughout the day of August 16, 2007.  Heavy rain also accompanied the severe storms.","Numerous trees were down due to damaging thunderstorm winds.","{""TotalDamages"":0,""StartTime"":""2007-08-16T14:00:00.0000000Z"",""EndTime"":""2007-08-16T14:00:00.0000000Z"",""Details"":{""Description"":""Numerous trees were down due to damaging thunderstorm winds."",""Location"":""INDIANA""}}"
"2007-08-06 22:20:00.0000000","2007-08-06 22:20:00.0000000","6704","53031","KANSAS","Thunderstorm Wind","0","0","0","0","0","0","Newspaper","COLBY","COLBY","39.4","-101.05","39.4","-101.05","Strong thunderstorms developed during the afternoon and evening, producing  quarter sized hail and numerous damaging wind gusts after dark.","Estimated 8-inch diameter tree limb down.","{""TotalDamages"":0,""StartTime"":""2007-08-06T22:20:00.0000000Z"",""EndTime"":""2007-08-06T22:20:00.0000000Z"",""Details"":{""Description"":""Estimated 8-inch diameter tree limb down."",""Location"":""KANSAS""}}"
"2007-08-28 19:30:00.0000000","2007-08-28 19:30:00.0000000","9428","53037","KANSAS","Hail","0","0","0","0","0","0","Public","BOGUE","BOGUE","39.2899","-99.6571","39.2899","-99.6571","Thunderstorms produced an isolated severe hail report in Graham county, Kansas during the evening.","","{""TotalDamages"":0,""StartTime"":""2007-08-28T19:30:00.0000000Z"",""EndTime"":""2007-08-28T19:30:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""KANSAS""}}"
"2007-08-07 07:09:00.0000000","2007-08-07 09:30:00.0000000","10087","56093","MICHIGAN","Flash Flood","0","0","0","0","10000","0","Law Enforcement","ST JOSEPH","ST JOSEPH","42.1","-86.49","42.1","-86.49","A combination of deep moisture and slow movement of storms resulted in flash flooding in some parts of extreme southwestern Michigan.","Several vehicles were stalled on roads throughout county, with water  from curb to curb in several areas. Three basements were reported flooded.","{""TotalDamages"":10000,""StartTime"":""2007-08-07T07:09:00.0000000Z"",""EndTime"":""2007-08-07T09:30:00.0000000Z"",""Details"":{""Description"":""Several vehicles were stalled on roads throughout county, with water  from curb to curb in several areas. Three basements were reported flooded."",""Location"":""MICHIGAN""}}"
"2007-08-12 17:40:00.0000000","2007-08-12 17:40:00.0000000","6846","39434","NEBRASKA","Hail","0","0","0","0","0","0","Public","HARRISON","HARRISON","42.9071","-103.7418","42.9071","-103.7418","A severe thunderstorm moved across far northern Sioux county and produced some nickel sized hail.","","{""TotalDamages"":0,""StartTime"":""2007-08-12T17:40:00.0000000Z"",""EndTime"":""2007-08-12T17:40:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""NEBRASKA""}}"
"2007-08-17 18:08:00.0000000","2007-08-17 18:15:00.0000000","7102","40875","NEBRASKA","Hail","0","0","0","0","0","0","Public","SCOTTSBLUFF","SCOTTSBLUFF","41.8904","-103.6225","41.87","-103.6306","A thunderstorm produced hail up to nickel size near Scottsbluff, Nebraska.","","{""TotalDamages"":0,""StartTime"":""2007-08-17T18:08:00.0000000Z"",""EndTime"":""2007-08-17T18:15:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""NEBRASKA""}}"
"2007-02-02 04:00:00.0000000","2007-02-02 12:00:00.0000000","2269","11117","FLORIDA","Flood","0","0","0","0","0","0","Newspaper","HASTINGS","HASTINGS","29.6599","-81.4913","29.6599","-81.4913","A major squall line with multiple supercell thunderstorms moved across north and central Florida. While no tornado touchdowns occurred in the Jacksonville area of responsibility several significant touchdowns occurred just south of Marion and Flagler Counties.","Heavy rainfall and poor drainage contributed to flooding in the Flagler Estates neighborhood in St. Johns County. Several roads were flooded with at least one car in a ditch following the flooding. Some portions of the roadway were washed out. Source 2/3/2007 St. Augustine Record.","{""TotalDamages"":0,""StartTime"":""2007-02-02T04:00:00.0000000Z"",""EndTime"":""2007-02-02T12:00:00.0000000Z"",""Details"":{""Description"":""Heavy rainfall and poor drainage contributed to flooding in the Flagler Estates neighborhood in St. Johns County. Several roads were flooded with at least one car in a ditch following the flooding. Some portions of the roadway were washed out. Source 2/3/2007 St. Augustine Record."",""Location"":""FLORIDA""}}"
"2007-08-10 12:48:00.0000000","2007-08-10 12:48:00.0000000","9635","54309","SOUTH DAKOTA","Hail","0","0","0","0","0","0","Amateur Radio","LAKE ANDES","LAKE ANDES","43.2113","-98.4659","43.2113","-98.4659","Thunderstorms produced large hail in part of southeast South Dakota just north of the Missouri River during the late morning and early afternoon of August 10th.","","{""TotalDamages"":0,""StartTime"":""2007-08-10T12:48:00.0000000Z"",""EndTime"":""2007-08-10T12:48:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""SOUTH DAKOTA""}}"
"2007-08-25 16:00:00.0000000","2007-08-25 16:04:00.0000000","10127","56199","OHIO","Thunderstorm Wind","0","0","0","0","10000","0","Law Enforcement","WASHINGTON COURT HOU","WASHINGTON COURT HOU","39.53","-83.3363","39.53","-83.3363","Severe thunderstorms developed ahead of a cold front across central and south central Ohio during the afternoon and evening.","A garage sustained minor structural damage.","{""TotalDamages"":10000,""StartTime"":""2007-08-25T16:00:00.0000000Z"",""EndTime"":""2007-08-25T16:04:00.0000000Z"",""Details"":{""Description"":""A garage sustained minor structural damage."",""Location"":""OHIO""}}"
"2007-08-21 18:24:00.0000000","2007-08-21 18:24:00.0000000","7333","42179","NEBRASKA","Hail","0","0","0","0","0","0","Public","CROFTON","CROFTON","42.7971","-97.5713","42.7971","-97.5713","A warm front extended across northeast Nebraska during the afternoon of August 21st.  Instability by afternoon was moderately high along the front with temperatures of 85 to 90 and dew points in the mid 70s.  When combined with a strong jet stream across the Dakotas, scattered thunderstorms developed by late afternoon, a few of which became severe.","","{""TotalDamages"":0,""StartTime"":""2007-08-21T18:24:00.0000000Z"",""EndTime"":""2007-08-21T18:24:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""NEBRASKA""}}"
"2007-08-06 22:10:00.0000000","2007-08-06 22:10:00.0000000","6704","38847","KANSAS","Hail","0","0","0","0","0","0","Trained Spotter","BREWSTER","BREWSTER","39.37","-101.38","39.37","-101.38","Strong thunderstorms developed during the afternoon and evening, producing  quarter sized hail and numerous damaging wind gusts after dark.","","{""TotalDamages"":0,""StartTime"":""2007-08-06T22:10:00.0000000Z"",""EndTime"":""2007-08-06T22:10:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""KANSAS""}}"
"2007-08-06 20:02:00.0000000","2007-08-06 20:02:00.0000000","6704","38848","KANSAS","Thunderstorm Wind","0","0","0","0","10000","0","Law Enforcement","TRIBUNE","TRIBUNE","38.5423","-101.75","38.5423","-101.75","Strong thunderstorms developed during the afternoon and evening, producing  quarter sized hail and numerous damaging wind gusts after dark.","Mobile home destroyed, windows broken in house, shed blown over.","{""TotalDamages"":10000,""StartTime"":""2007-08-06T20:02:00.0000000Z"",""EndTime"":""2007-08-06T20:02:00.0000000Z"",""Details"":{""Description"":""Mobile home destroyed, windows broken in house, shed blown over."",""Location"":""KANSAS""}}"
